FIN;ORD_JACTI300;J;20/02/2019  3:35:53,36 
FIN;ORD_JCUS-TXD;N;20/02/2019  3:42:32,54 
DEBUT;ORD_JCUS-TXR;N;20/02/2019  3:42:36,56 
FIN;ORD_JCUS-TXR;N;20/02/2019  3:42:48,54 
DEBUT;ORD_JCLBE150;N;20/02/2019  3:42:56,61 
FIN;ORD_JCLBE150;N;20/02/2019  3:48:56,58 
DEBUT;ORD_JCLBE175;N;20/02/2019  3:49:00,56 
FIN;ORD_JCLBE175;N;20/02/2019  3:49:14,65 
DEBUT;ORD_JCLBE200;N;20/02/2019  3:49:18,69 
FIN;ORD_JCLBE200;N;20/02/2019  3:49:26,75 
FIN;ORD_JFEES150;F;20/02/2019  3:57:58,67 
DEBUT;ORD_JCUS-FEE;F;20/02/2019  3:58:02,67 
FIN;ORD_JCUS-FEE;F;20/02/2019  4:00:33,59 
DEBUT;ORD_JCUSP100;Z;20/02/2019  4:00:42,69 
FIN;ORD_JCUSP100;Z;20/02/2019  4:05:19,20 
DEBUT;ORD_$CHARGEMENT;Z;20/02/2019  4:05:37,31 
FIN;ORD_$CHARGEMENT;Z;20/02/2019  4:19:38,94
