DEBUT;CS_BKACCT;1;21/02/2019 16:10:19,25 
FIN;CS_BKACCT;1;21/02/2019 16:11:39,31 
FIN;CS_PRSN_ANONYME;3;21/02/2019 16:13:11,57 
DEBUT;CS_ORG;3;21/02/2019 16:13:54,78 
FIN;CS_ORG;3;21/02/2019 16:14:28,93 
DEBUT;CS_PSTLADD;3;21/02/2019 16:14:30,00 
FIN;CS_PRSN;2;21/02/2019 16:15:03,01 
FIN;CS_PSTLADD;3;21/02/2019 16:19:28,18 
DEBUT;CS_PRORRLT;4;21/02/2019 16:22:36,67 
FIN;CS_PRORRLT;4;21/02/2019 16:24:58,17 
DEBUT;CS_RLTPROR;4;21/02/2019 16:24:59,30 
FIN;CS_RLTPROR;4;21/02/2019 16:26:07,18 
DEBUT;DU_BKACCT_ANONYME;2;21/02/2019 16:26:14,21 
DEBUT;DU_PRSN_ANONYME;3;21/02/2019 16:26:15,23 
DEBUT;DU_ORG_ANONYME;4;21/02/2019 16:26:16,21 
DEBUT;DU_BKACCT;1;21/02/2019 16:26:17,21 
FIN;DU_ORG_ANONYME;4;21/02/2019 16:26:24,18 
DEBUT;DU_PRORRLT;4;21/02/2019 16:26:25,25 
FIN;DU_BKACCT_ANONYME;2;21/02/2019 16:26:27,18 
DEBUT;DU_BKMDT;2;21/02/2019 16:26:28,28 
FIN;DU_BKACCT;1;21/02/2019 16:26:32,18 
FIN;DU_BKMDT;2;21/02/2019 16:26:34,17 
DEBUT;DU_PRSN;2;21/02/2019 16:26:35,28 
FIN;DU_PRORRLT;4;21/02/2019 16:26:41,19 
DEBUT;DU_RLTPROR;4;21/02/2019 16:26:42,26 
FIN;DU_RLTPROR;4;21/02/2019 16:26:51,19 
FIN;DU_PRSN_ANONYME;3;21/02/2019 16:27:05,17 
DEBUT;DU_ORG;3;21/02/2019 16:27:06,27 
FIN;DU_ORG;3;21/02/2019 16:27:12,19 
DEBUT;DU_PSTLADD;3;21/02/2019 16:27:13,38 
FIN;DU_PSTLADD;3;21/02/2019 16:27:43,19 
FIN;WA_START_CHARG_BASE_PM_PP;H;21/02/2019 16:27:48,23 
DEBUT;AC_BKACCT;1;21/02/2019 16:05:32,89 
DEBUT;AC_PRSN;4;21/02/2019 16:06:09,00 
DEBUT;AC_BKMDT;2;21/02/2019 16:06:56,27 
FIN;AC_BKMDT;2;21/02/2019 16:07:05,18 
FIN;AC_BKACCT;1;21/02/2019 16:07:25,18 
DEBUT;AC_PRORRLT;1;21/02/2019 16:07:32,26 
